Year,Name,Rate
2019,Ascension,60.9
2019,Caddo,68.2
2019,Calcasieu,72.7
2019,East Baton Rouge,49.1
2019,Iberville,86.4
2019,Jefferson,58.4
2019,Lafayette,61.2
2019,Ouachita,70.3
2019,Rapides,66.1
2019,St. Bernard,57.7
2019,Tangipahoa,55.3
2019,Terrebonne,75.1
2019,West Baton Rouge,82.5
