Year,Name,Rate
2013,Ascension,57.8
2013,Caddo,65.7
2013,Calcasieu,66.3
2013,East Baton Rouge,54.6
2013,Iberville,86.8
2013,Jefferson,65.2
2013,Lafayette,65.7
2013,Ouachita,76.9
2013,Rapides,60.9
2013,St. Bernard,86.5
2013,Tangipahoa,94.8
2013,Terrebonne,77.1
2013,West Baton Rouge,69.7
